id;type;mission;name;organisation;city;bundesland;lat;lng;link;keywords;foerderung_eur;thumbnail_path;video_type;video_id;video_pin_order
101060075;point;climate;BrightSpace;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101060075;;808750;;;;
101057131;point;climate;CATALYSE;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101057131;;699625;;;;
101183367;point;climate;NEWPATHWAYS;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101183367;;697750;;;;
101056939;point;climate;RESCUE;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101056939;;69159487;;;;
101081744;point;climate;RAINFOREST;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101081744;;681250;;;;
101081604;point;climate;PRISMA;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101081604;;679375;;;;
101081521;point;climate;UPTAKE;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101081521;;6593875;;;;
101181878;point;climate;FORbEST;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101181878;;657110;;;;
101003536;point;climate;ESM2025;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101003536;;603900;;;;
101060483;point;climate;SWITCH;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101060483;;600000;;;;
101181981;point;climate;SafeNet;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101181981;;59277125;;;;
101056873;point;climate;ELEVATE;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101056873;;588750;;;;
101022622;point;climate;ECEMF;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101022622;;5848125;;;;
101137713;point;climate;MultiFutures;ENERGIEINSTITUT AN DER JOHANNES KEPLER UNIVERSITAT LINZ VEREIN;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101137713;;575000;;;;
101093864;point;climate;CLIMAAX;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101093864;;561250;;;;
101060464;point;climate;NATURANCE;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101060464;;558750;;;;
101061068;point;climate;GRANULAR;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101061068;;5175625;;;;
101093942;point;climate;P2R;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101093942;;5009375;;;;
101003276;point;climate;MYRIAD-EU;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101003276;;490050;;;;
101137971;point;climate;EU-CHINA-BRIDGE;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101137971;;4898675;;;;
101056844;point;soil;ALFAwetlands;EUROPEAN WILDERNESS SOCIETY | VEREINZUM SCHUTZ DER EUROPAISCHEN WILDNIS;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101056844;;464470;;;;
101212761;point;climate;SystR;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101212761;;463375;;;;
101213184;point;climate;Trees4Adapt;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101213184;;4565625;;;;
101081358;point;climate;ACCREU;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101081358;;453750;;;;
101086179;point;soil;AI4SoilHealth;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101086179;KI-gestützter Soil Digital Twin | Boden-Gesundheitsindex | Open-Data-Cube | App/API für Landwirte;4494225;;;;
101073957;point;climate;The HuT;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101073957;;421250;;;;
101138534;point;climate;AMIGDALA;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101138534;;41953125;;;;
963530;point;cities;LEAP-RE;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/963530;;4095625;;;;
101183460;point;climate;IM4CA;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101183460;;3992925;;;;
101157482;point;climate;EUROLakes;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101157482;;39734375;;;;
101036534;point;climate;FIRELOGUE;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101036534;;392625;;;;
101093921;point;climate;AGORA;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101093921;;364375;;;;
101181994;point;climate;PRECIOUS;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101181994;;359375;;;;
101218854;point;soil;OGCR;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101218854;;35061625;;;;
101081661;point;climate;WorldTrans;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101081661;;344375;;;;
862731;point;climate;FRAMEwork;HOEHERE BUNDESLEHR- UND FORSCHUNGSANSTALT FUER LANDWIRTSCHAFT RAUMBERG-GUMPENSTEIN;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/862731;;34321056;;;;
101074075;point;climate;MEDiate;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101074075;;333750;;;;
101081617;point;climate;CHOICE;INOQO GMBH;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101081617;;297750;;;;
101134447;point;climate;ENFORCE;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101134447;;29586333;;;;
101056898;point;climate;DECIPHER;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101056898;;290000;;;;
101094551;point;climate;SPES;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101094551;;275720;;;;
101132476;point;climate;Link4Skills;INTERNATIONAL CENTRE FOR MIGRATION POLICY DEVELOPMENT;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101132476;;268125;;;;
956623;point;climate;inventWater;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/956623;;26420724;;;;
101214311;point;climate;TiCCA4Danu;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101214311;;26039643;;;;
101073978;point;climate;DIRECTED;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101073978;;258750;;;;
101086311;point;climate;Tools4CAP;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101086311;;2533125;;;;
101215153;point;climate;UNDERPIN;FRESH-THOUGHTS CONSULTING GMBH;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101215153;;218625;;;;
101184989;point;climate;NextGenCarbon;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101184989;;215000;;;;
101083460;point;climate;WIMBY;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101083460;;206250;;;;
101149335;point;climate;SynCAN;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101149335;;19944096;;;;
101155303;point;climate;F-TRADEMARK;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101155303;;19944096;;;;
101153176;point;climate;FNIT;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101153176;;18360096;;;;
101073954;point;climate;PARATUS;ASFINAG ALPENSTRASSEN GMBH;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101073954;;172000;;;;
101060765;point;waters;CLEVER;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101060765;;589375;;;;
101118123;point;climate;OpenMod4Africa;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101118123;;121875;;;;
101136474;point;waters;AgEnRes;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101136474;;497250;;;;
101002973;point;climate;POPCLIMA;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101002973;;0;;;;
101154967;point;climate;IRACS;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101154967;;0;;;;
101156116;point;waters;SpongeWorks;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101156116;;454375;;;;
101135110;point;waters;SEED-FD;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101135110;;391815;;;;
101180636;point;waters;WATERGRID;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101180636;;365000;;;;
101213933;point;waters;INSPIRI;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101213933;;251875;;;;
101182455;point;waters;Nature-3B;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101182455;;246000;;;;
101059264;point;waters;SOS-WATER;EUTEMA RESEARCH SERVICES GMBH;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101059264;;239125;;;;
101192913;point;waters;LowC;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;Laxenburg;Niederösterreich;48,0687;16,3561;http://cordis.europa.eu/project/id/101192913;;150000;;;;
101135071;point;waters;ESCIB;LENZING AKTIENGESELLSCHAFT;Lenzing;Oberösterreich;47,9731;13,605;http://cordis.europa.eu/project/id/101135071;;107000;;;;
101003750;point;cities;DIGIECOQUARRY;MONTANUNIVERSITAET LEOBEN;Leoben;Steiermark;47,3805;15,0948;http://cordis.europa.eu/project/id/101003750;;947000;;;;
101136779;point;cities;HI-EURECA-PRO;MONTANUNIVERSITAET LEOBEN;Leoben;Steiermark;47,3805;15,0948;http://cordis.europa.eu/project/id/101136779;;2975625;;;;
101126655;point;climate;ECOSPHERE;MONTANUNIVERSITAET LEOBEN;Leoben;Steiermark;47,3805;15,0948;http://cordis.europa.eu/project/id/101126655;;0;;;;
101214172;point;climate;GRACE;BAB Project Einrichtung mit eigener Rechtspersönlichkeit an der Bundesanstalt für Agrarwirtschaft und Bergbauernfragen;Lichtenegg;Niederösterreich;47,5998;16,1968;http://cordis.europa.eu/project/id/101214172;;2134375;;;;
101225967;point;climate;HARMONY;D.M.A.T. CONSULTING KG;Lieboch;Steiermark;46,9749;15,3338;http://cordis.europa.eu/project/id/101225967;;144854;;;;
4871395;point;cities;ERGODIC;Universität Linz;Linz;Oberösterreich;48,3059;14,2862;https://projekte.ffg.at/projekt/4871395;;;;;;
5125338;point;climate;Climate4Health;Energieinstitut an der Johannes Kepler Universität Linz;Linz;Oberösterreich;48,3059;14,2862;https://projekte.ffg.at/projekt/5125338;;;;;;
5124564;point;cities;FIT4NEB_Linz;Landeshauptstadt Linz;Linz;Oberösterreich;48,3059;14,2862;https://projekte.ffg.at/projekt/5124564;;;;;;
5126996;point;waters;EISER;Energieinstitut an der Johannes Kepler Universität Linz;Linz;Oberösterreich;48,3059;14,2862;https://projekte.ffg.at/projekt/5126996;;;;;;
101136095;point;cities;TREASURE;AEE - INSTITUT FUR NACHHALTIGE TECHNOLOGIEN;Linz;Oberösterreich;48,3059;14,2862;http://cordis.europa.eu/project/id/101136095;;1695250;;;;
101156799;point;climate;ClimAIr;DCS COMPUTING GMBH;Linz;Oberösterreich;48,3059;14,2862;http://cordis.europa.eu/project/id/101156799;;7890625;;;;
101058677;point;climate;Impetus;ARS ELECTRONICA LINZ GMBH & CO KG;Linz;Oberösterreich;48,3059;14,2862;http://cordis.europa.eu/project/id/101058677;;6791015;;;;
101135031;point;cities;ATRIUM;ALCHEMIA-NOVA RESEARCH & INNOVATION GEMEINNUTZIGE GMBH;Linz;Oberösterreich;48,3059;14,2862;http://cordis.europa.eu/project/id/101135031;;570625;;;;
101136377;point;climate;EINSTEIN;UNIVERSITAT LINZ;Linz;Oberösterreich;48,3059;14,2862;http://cordis.europa.eu/project/id/101136377;;484575;;;;
896932;point;cancer;TTV GUIDE TX;EUTEMA RESEARCH SERVICES GMBH;Linz;Oberösterreich;48,3059;14,2862;http://cordis.europa.eu/project/id/896932;;473250;;;;
101059372;point;climate;STARS4Water;UNIVERSITAET FUER BODENKULTUR WIEN;Linz;Oberösterreich;48,3059;14,2862;http://cordis.europa.eu/project/id/101059372;;428000;;;;
101060264;point;climate;SCALE-UP;BUSINESS UPPER AUSTRIA - OO WIRTSCHAFTSAGENTUR GMBH;Linz;Oberösterreich;48,3059;14,2862;http://cordis.europa.eu/project/id/101060264;;328900;;;;
101215634;point;cities;NEB Junction;ARS ELECTRONICA LINZ GMBH & CO KG;Linz;Oberösterreich;48,3059;14,2862;http://cordis.europa.eu/project/id/101215634;;3079375;;;;
101094217;point;climate;CRITICAL CHANGELAB;ARS ELECTRONICA LINZ GMBH & CO KG;Linz;Oberösterreich;48,3059;14,2862;http://cordis.europa.eu/project/id/101094217;;304750;;;;
101157658;point;climate;OptiForValue;KOMPETENZZENTRUM HOLZ GMBH;Linz;Oberösterreich;48,3059;14,2862;http://cordis.europa.eu/project/id/101157658;;279995;;;;
101023271;point;cities;PROSPECTplus;ENERGIESPARVERBAND OBEROSTERREICH;Linz;Oberösterreich;48,3059;14,2862;http://cordis.europa.eu/project/id/101023271;;258475;;;;
101059565;point;climate;Engage4BIO;BUSINESS UPPER AUSTRIA - OO WIRTSCHAFTSAGENTUR GMBH;Linz;Oberösterreich;48,3059;14,2862;http://cordis.europa.eu/project/id/101059565;;215750;;;;
101182942;point;soil;FarmBioNet;BIO AUSTRIA - VEREIN ZUR FORDERUNG DES BIOLOGISCHEN LANDBAUS;Linz;Oberösterreich;48,3059;14,2862;http://cordis.europa.eu/project/id/101182942;;1356135;;;;
101060343;point;climate;T-REX;LINZ TEXTIL GESELLSCHAFT MBH;Linz;Oberösterreich;48,3059;14,2862;http://cordis.europa.eu/project/id/101060343;;113750;;;;
101133326;point;climate;TransformDairyNet;BIO AUSTRIA - VEREIN ZUR FORDERUNG DES BIOLOGISCHEN LANDBAUS;Linz;Oberösterreich;48,3059;14,2862;http://cordis.europa.eu/project/id/101133326;;93500;;;;
945449;point;cancer;SEURO;VEREIN ZUR FOERDERUNG ASSISTIERENDER TECHNOLOGIE IN EUROPA;Linz;Oberösterreich;48,3059;14,2862;http://cordis.europa.eu/project/id/945449;;85000;;;;
101084323;point;waters;BLOW;MCE GMBH;Linz;Oberösterreich;48,3059;14,2862;http://cordis.europa.eu/project/id/101084323;;456250;;;;
101072851;point;waters;MFLOPS;ANDRITZ HYDRO GMBH;Linz;Oberösterreich;48,3059;14,2862;http://cordis.europa.eu/project/id/101072851;;3861874286;;;;
101172764;point;waters;PHOENIX;K1-MET GMBH;Linz;Oberösterreich;48,3059;14,2862;http://cordis.europa.eu/project/id/101172764;;11481063;;;;
101036854;point;climate;CIRCULAR FOAM;BT-SYSTEMS GMBH;Ludersdorf;Steiermark;46,8941;15,861;http://cordis.europa.eu/project/id/101036854;;1008500;;;;
4798692;point;waters;DANUBIUS Austria;WasserCluster Lunz - Biologische Station GmbH;Lunz am See;Niederösterreich;47,8607;15,0271;https://projekte.ffg.at/projekt/4798692;;;;;;
101056782;point;climate;RESTORE4Cs;WASSERKLUSTER LUNZ BIOLOGISCHE STATION GMBH;Lunz am See;Niederösterreich;47,8607;15,0271;http://cordis.europa.eu/project/id/101056782;;42642375;;;;
101169293;point;climate;BEYOND;UNIVERSITAET FUER BODENKULTUR WIEN;Lunz am See;Niederösterreich;47,8607;15,0271;http://cordis.europa.eu/project/id/101169293;;0;;;;
101138373;point;cities;META BUILD;BLUEPRINT ENERGY SOLUTIONS GMBH;Matreis;Tirol;47,0;12,533;http://cordis.europa.eu/project/id/101138373;;156875;;;;
101058426;point;waters;SYMSITES;AAT ABWASSER- UND ABFALLTECHNIK GMBH;Michelhausen;Niederösterreich;48,2906;15,9386;http://cordis.europa.eu/project/id/101058426;;352875;;;;
5136275;point;cities;Hitzeinseln Feldbach;LEA GmbH;Mühldorf bei Feldbach;Steiermark;46,9369;15,9047;https://projekte.ffg.at/projekt/5136275;;;;;;
101137643;point;climate;ResC4EU;GREENTWIN GMBH;Munderfing;Oberösterreich;48,0682;13,1834;http://cordis.europa.eu/project/id/101137643;;5538142857;;;;
101136211;point;climate;REFORMERS;AIT AUSTRIAN INSTITUTE OF TECHNOLOGY GMBH;Murau;Steiermark;47,1123;14,1691;http://cordis.europa.eu/project/id/101136211;;9498115;;;;
LIFE24-ENV-AT-abatoncircular/101214333;point;cities;LIFE24-ENV-AT-abatoncircular;ABATON GMBH;Wien;Wien;48,1857;16,4222;https://webgate.ec.europa.eu/life/publicWebsite/project/LIFE24-ENV-AT-abatoncircular-101214333/demonstration-of-the-automated-co2-neutral-circular-production-of-radiant-heating-and-cooling-panels-with-humidity-control-from-recycled-inputs;concrete products industry | climate change adaptation | building material;2096435;;;;
101132497;point;climate;R-Map;RESEARCH AND INNOVATION MANAGEMENT GMBH;Neumarkt an der Ybbs;Niederösterreich;48,1406;15,0591;http://cordis.europa.eu/project/id/101132497;;256125;;;;
958397;point;cities;INFINITE;GRUNSTATTGRAU FORSCHUNGS- UND INNOVATIONS-GMBH;Ober-Grafendorf;Niederösterreich;48,15;15,5438;http://cordis.europa.eu/project/id/958397;;224500;;;;
101156486;point;waters;GoodByO;KRAJETE GMBH;Pasching;Oberösterreich;48,2576;14,2044;http://cordis.europa.eu/project/id/101156486;;562500;;;;
4952649;point;waters;MARSHES;4D-IT GmbH;Pfaffstätten;Niederösterreich;48,0173;16,2645;https://projekte.ffg.at/projekt/4952649;;;;;;
101132442;point;climate;ChemiNova;4D-IT GMBH;Pfaffstätten;Niederösterreich;48,0173;16,2645;http://cordis.europa.eu/project/id/101132442;;20988375;;;;
5124444;point;cities;ReVation;TOWERN3000 Projekt- & Medienagentur GmbH;Pichl;Steiermark;47,5694;13,8543;https://projekte.ffg.at/projekt/5124444;;;;;;
101181159;point;waters;ActFast;GARANT - TIERNAHRUNG GESELLSCHAFT MBH;Pöchlarn;Niederösterreich;48,212;15,212;http://cordis.europa.eu/project/id/101181159;;6552875;;;;
101235027;point;cities;DIGISOLAR;AEE - INSTITUT FUR NACHHALTIGE TECHNOLOGIEN;Pörtschach;Kärnten;46,636;14,1448;http://cordis.europa.eu/project/id/101235027;;9106146;;;;
101181363;point;waters;BioDiMoBot;OESTERREICHISCHE BUNDESFORSTE AG;Purkersdorf;Niederösterreich;48,2077;16,1772;http://cordis.europa.eu/project/id/101181363;;727375;;;;
101061051;point;climate;RUSTIK;BUNDESANSTALT FUR AGRARWIRTSCHAFT UND BERGBAUERNFRAGEN;Radenthein;Kärnten;46,8007;13,7107;http://cordis.europa.eu/project/id/101061051;;3898235;;;;
101091860;point;waters;DISCO2030;LKR LEICHTMETALLKOMPETENZZENTRUM RANSHOFEN GMBH;Ranshofen;Oberösterreich;48,2352;13,0149;http://cordis.europa.eu/project/id/101091860;;47797875;;;;
101137574;point;waters;AREANA;LKR LEICHTMETALLKOMPETENZZENTRUM RANSHOFEN GMBH;Ranshofen;Oberösterreich;48,2352;13,0149;http://cordis.europa.eu/project/id/101137574;;3043312;;;;
101129729;point;soil;LOC3G;J. KRISMER HANDELSGESELLSCHAFT MBH;Rum;Tirol;47,2868;11,4574;http://cordis.europa.eu/project/id/101129729;;3285714286;;;;
4805450;point;climate;Co-CreArT;Universität Mozarteum Salzburg;Salzburg;Salzburg;47,7981;13,0465;https://projekte.ffg.at/projekt/4805450;;;;;;
5132156;point;climate;LEONA;Universität Salzburg;Salzburg;Salzburg;47,7981;13,0465;https://projekte.ffg.at/projekt/5132156;;;;;;
5123294;point;cancer;CELLCOMM;Universität Salzburg;Salzburg;Salzburg;47,7981;13,0465;https://projekte.ffg.at/projekt/5123294;;;;;;
4672909;point;soil;BONANZA;Research Studios Austria Forschungsgesellschaft mbH;Salzburg;Salzburg;47,7981;13,0465;https://projekte.ffg.at/projekt/4672909;;;;;;
101071485;point;cancer;CombiDiag;G.TEC MEDICAL ENGINEERING GMBH;Schiedlberg;Oberösterreich;48,0921;14,2646;http://cordis.europa.eu/project/id/101071485;;0;;;;
101129661;point;climate;ADAPTATION;SUNPLUGGED - SOLARE ENERGIESYSTEME GMBH;Schwaz;Tirol;47,345;11,7084;http://cordis.europa.eu/project/id/101129661;;169250;;;;
101193674;point;climate;HARD2SCALE;ACCENT INKUBATOR GMBH;Schwechat;Niederösterreich;48,105;16,5849;http://cordis.europa.eu/project/id/101193674;;19792375;;;;
101104445;point;climate;UASEEDs;PLUG AND PLAY AUSTRIA GMBH;Schwechat;Niederösterreich;48,105;16,5849;http://cordis.europa.eu/project/id/101104445;;36400;;;;
101060818;point;waters;aWISH;HIGELSBERGER GMBH;Schwertberg;Oberösterreich;48,2741;14,5818;http://cordis.europa.eu/project/id/101060818;;127500;;;;
101227653;point;waters;UP2MEM;RHP TECHNOLOGY GMBH;Seibersdorf an der Leitha;Niederösterreich;47,9569;16,5377;http://cordis.europa.eu/project/id/101227653;;0;;;;
101036640;point;climate;SHARED GREEN DEAL;Fachhochschule Kärnten - gemeinnützige Privatstiftung;Spital an der Drau;Kärnten;46,7992;13,4929;http://cordis.europa.eu/project/id/101036640;;3663288;;;;
101094821;point;waters;ERA_FABRIC;ECOPLUS.NIEDEROSTERREICHS WIRTSCHAFTSAGENTUR GMBH;St. Pölten;Niederösterreich;48,2044;15,6229;http://cordis.europa.eu/project/id/101094821;;100000;;;;
101000574;point;climate;RESONATE;PAPIERHOLZ AUSTRIA GMBH;St. Gertraud;Kärnten;46,8698;14,8777;http://cordis.europa.eu/project/id/101000574;;43500;;;;
101060368;point;waters;OrganicTargets4EU;LANDWIRTSCHAFTSKAMMER NIEDEROESTERREICH;St. Pölten;Niederösterreich;48,2044;15,6229;http://cordis.europa.eu/project/id/101060368;;1553125;;;;
5125896;point;climate;KliWaSim;Fachhochschule St. Pölten ForschungsGmbH;St. Pölten;Niederösterreich;48,2044;15,6229;https://projekte.ffg.at/projekt/5125896;;;;;;
4712947;point;climate;CLEA;Fachhochschule St. Pölten GmbH;St. Pölten;Niederösterreich;48,2044;15,6229;https://projekte.ffg.at/projekt/4712947;;;;;;
101071317;point;climate;E3UDRES2 Ent-r-e-novators;Hochschule für Angewandte Wissenschaften St. Pölten GmbH;St. Pölten;Niederösterreich;48,2044;15,6229;http://cordis.europa.eu/project/id/101071317;;39105309;;;;
101132847;point;cancer;IMPROVE;Hochschule für Angewandte Wissenschaften St. Pölten GmbH;St. Pölten;Niederösterreich;48,2044;15,6229;http://cordis.europa.eu/project/id/101132847;;262250;;;;
101136597;point;climate;RURBANIVE;ALCHEMIA-NOVA RESEARCH & INNOVATION GEMEINNUTZIGE GMBH;St. Pölten;Niederösterreich;48,2044;15,6229;http://cordis.europa.eu/project/id/101136597;;316750;;;;
