id;type;mission;name;organisation;city;bundesland;lat;lng;link;keywords;foerderung_eur;thumbnail_path;video_type;video_id;video_pin_order
101096649;point;cancer;DIOPTRA;MEDIZINISCHE UNIVERSITAT GRAZ;Graz;Steiermark;47,0709;15,4383;http://cordis.europa.eu/project/id/101096649;;312875;;;;
101178982;point;climate;DICES;UNIVERSITAET GRAZ;Graz;Steiermark;47,0709;15,4383;http://cordis.europa.eu/project/id/101178982;;3121025;;;;
101057321;point;cancer;CLASSICA;KONVENT DER BARMHERZIGEN BRUDER GRAZ;Graz;Steiermark;47,0709;15,4383;http://cordis.europa.eu/project/id/101057321;;310000;;;;
101226362;point;cancer;TrackAF;MEDIZINISCHE UNIVERSITAT GRAZ;Graz;Steiermark;47,0709;15,4383;http://cordis.europa.eu/project/id/101226362;;30254292;;;;
101178444;point;waters;PERMANET;METALPINE GMBH;Graz;Steiermark;47,0709;15,4383;http://cordis.europa.eu/project/id/101178444;;882800;;;;
101146291;point;climate;SWARM-E;I2M UNTERNEHMENSENTWICKLUNG GMBH;Graz;Steiermark;47,0709;15,4383;http://cordis.europa.eu/project/id/101146291;;290500;;;;
101103801;point;cities;GEMINI;VIRTUAL VEHICLE RESEARCH GMBH;Graz;Steiermark;47,0709;15,4383;http://cordis.europa.eu/project/id/101103801;;283750;;;;
101214981;point;climate;ZELDA;TIMAC AGRO DUNGEMITTELPRODUKTIONS UND HANDELS GMBH;Graz;Steiermark;47,0709;15,4383;http://cordis.europa.eu/project/id/101214981;;2798325;;;;
101092243;point;cancer;FORCE REPAIR;AKRIBES BIOMEDICAL GMBH;Graz;Steiermark;47,0709;15,4383;http://cordis.europa.eu/project/id/101092243;;274675;;;;
101072448;point;cancer;ColoMARK;MEDIZINISCHE UNIVERSITAT GRAZ;Graz;Steiermark;47,0709;15,4383;http://cordis.europa.eu/project/id/101072448;;2703312;;;;
101118278;point;climate;EMERGE;EUROPEAN SUSTAINABLE ENERGY INNOVATION ALLIANCE - ESEIA | VEREIN FUR FORDERUNG DER EUROPAIESCHEN INNOVATION FUR ERNEUERBARE ENERGIEN;Graz;Steiermark;47,0709;15,4383;http://cordis.europa.eu/project/id/101118278;;253750;;;;
